course_code,course_title,department
ENGTECH 3ET0,Four Month Co-op Experience II,ENGTECH
ENGTECH 3FE3,Finite Element Analysis,ENGTECH
ENGTECH 3MA3,Mathematics V,ENGTECH
ENGTECH 3ML3,Strength of Materials,ENGTECH
ENGTECH 3SD3,Statics and Dynamics,ENGTECH
ENGTECH 3SP3,Structure and Properties of Materials,ENGTECH
ENGTECH 3ST3,Probability and Statistics,ENGTECH
ENGTECH 3TD3,Thermodynamics,ENGTECH
ENGTECH 4AI3,Artificial Intelligence,ENGTECH
ENGTECH 4CT3,Systems and Control,ENGTECH
ENGTECH 4EE0,Four Month Co-op Experience III,ENGTECH
ENGTECH 4FD3,Senior Engineering Project,ENGTECH
ENGTECH 4MA3,Advanced Mathematics,ENGTECH
ENGTECH 4TF3,Mechanics of Fluids,ENGTECH
ENRTECH 3EM3,Transmission Lines and Electromagnetics,ENRTECH
ENRTECH 3EP3,Power Systems and Electrical Machines,ENRTECH
ENRTECH 3MI3,Measurements and Instrumentation,ENRTECH
ENRTECH 4CA3,Computer Applications in Power System Engineering,ENRTECH
ENRTECH 4PD3,Power System Analysis and Control,ENRTECH
ENRTECH 4PM3,Power Protection and Maintenance I,ENRTECH
ENRTECH 4RG3,Renewable Generation,ENRTECH
ENTREP 1EN3,Entrepreneurial Discovery I,ENTREP
ENVIRSC 1C03,"Climate, Water and Environment",ENVIRSC
ENVIRSC 2C03,Surface Climate Processes and Environmental Interactions,ENVIRSC
ENVIRSC 2W03,Physical Hydrology,ENVIRSC
ENVIRSC 3B03,Ecosystems and Global Change,ENVIRSC
ENVIRSC 3IN3,Internship in Earth and Environmental Sciences,ENVIRSC
ENVIRSC 3ME3,Environmental Field Camp,ENVIRSC
ENVIRSC 3O03,Contaminant Fate and Transport,ENVIRSC
ENVIRSC 4BB3,Field Techniques in Hydrology,ENVIRSC
ENVIRSC 4MI3,Independent Study in Earth and Environmental Sciences,ENVIRSC
ENVIRSC 4MT6A,Senior Thesis,ENVIRSC
ENVIRSC 4W03,Hydrologic Modelling,ENVIRSC
ENVSOCTY 1HB3,"Population, Cities and Development",ENVSOCTY
ENVSOCTY 2EI3,Environment & Society: Challenges and Solutions,ENVSOCTY
ENVSOCTY 2EK3,Traditional Indigenous Ecological Knowledge,ENVSOCTY
ENVSOCTY 2GI3,Geographic Information Systems,ENVSOCTY
ENVSOCTY 2HI3,Health and Place,ENVSOCTY
ENVSOCTY 2RW3,World Regional Geography,ENVSOCTY
ENVSOCTY 3EG3,Politics of a Dying Planet,ENVSOCTY
ENVSOCTY 3ER3,Sustainability and the Economy,ENVSOCTY
ENVSOCTY 3GV3,Advanced Vector GIS,ENVSOCTY
ENVSOCTY 3LT3,Transport Geography and Planning,ENVSOCTY
ENVSOCTY 3MB3,Data Analysis,ENVSOCTY
ENVSOCTY 3MF3,Urban Field Camp,ENVSOCTY
ENVSOCTY 3MI3,Internship in Environment and Society,ENVSOCTY
ENVSOCTY 3SR3,Remote Sensing,ENVSOCTY
ENVSOCTY 3UP3,Urban Planning,ENVSOCTY
ENVSOCTY 3UW3,Cities of the Developing World,ENVSOCTY
ENVSOCTY 4GA3,Applied Spatial Statistics,ENVSOCTY
ENVSOCTY 4GT3,Web GIS,ENVSOCTY
ENVSOCTY 4HD3,"Disability, Society and Environment",ENVSOCTY
ENVSOCTY 4HH3,Environment and Health,ENVSOCTY
ENVSOCTY 4HP3,Migration and Global Development,ENVSOCTY
ENVSOCTY 4MS3,Independent Study,ENVSOCTY
ENVSOCTY 4MT6A,Senior Thesis,ENVSOCTY
EPHYSBME 5P06A,Integrated Engineering Physics & Biomedical Engineering Capstone Design Project,EPHYSBME
EXCHANGE 3X01,Exchange,EXCHANGE
EXCHANGE 3X02,Exchange,EXCHANGE
EXCHANGE 3X03,Exchange,EXCHANGE
EXCHANGE 3X06,Exchange,EXCHANGE
EXCHANGE 3X09,Exchange,EXCHANGE
EXCHANGE 3X12,Exchange,EXCHANGE
EXCHANGE 3X15,Exchange,EXCHANGE
FRENCH 1AA3,Introduction to French Studies: Intermediate I,FRENCH
FRENCH 1ZA3,Intensive French Beginner I,FRENCH
FRENCH 2AA3,Introduction to French Studies: Intermediate I,FRENCH
FRENCH 2B03,French Language Practice I: Upper Intermediate,FRENCH
FRENCH 2CT3,Elementary Translation from French to English,FRENCH
FRENCH 2I03,Professional French I,FRENCH
FRENCH 2L03,Introduction to Literary Analysis,FRENCH
FRENCH 2XX3,French Movie Stars and Entertainers (Taught in English),FRENCH
FRENCH 2ZA3,Intensive French Elementary I,FRENCH
FRENCH 3AC3,Francophone Writers,FRENCH
FRENCH 3C03,French Language Practice III: Advanced,FRENCH
FRENCH 4T03,Independent Study,FRENCH
FRENCH 4U03,Topics in Literature and Culture of Quebec and Francophone Canada,FRENCH
GENDRST 1A03,"Gender, Race, Culture, Power",GENDRST
GENDRST 2BB3,Images of the Divine Feminine,GENDRST
GENDRST 3RR3,"‘Cripping' Performance: Deaf, Mad and Disabled Performance in Canada",GENDRST
GENTECH 1PC3,Professional Communications,GENTECH
GENTECH 2MP3,Management Principles,GENTECH
GENTECH 3EE3,Engineering Economics,GENTECH
GENTECH 3FF3,Financial Systems,GENTECH
GENTECH 3FS3,Financial Systems,GENTECH
GENTECH 3LS3,Quality Control and Assurance Methods,GENTECH
GENTECH 3MB3,Fundamentals of Marketing,GENTECH
GENTECH 3MP3,Management Principles,GENTECH
GENTECH 3MT3,Project Management,GENTECH
GENTECH 4EM3,Legal and Regulatory Issues,GENTECH
GENTECH 4EN3,Entrepreneurial Thinking and Innovation,GENTECH
GENTECH 4FT3,Strategic Management,GENTECH
GENTECH 4MO3,Operations Management,GENTECH
GENTECH 4PM3,Project Management,GENTECH
GENTECH 4SE3,Technology Ethics and Sustainability,GENTECH
GENTECH 4TC3,Technical Communications,GENTECH
GENTECH 4TE3,Technology Ethics and Sustainability,GENTECH
GERMAN 1BL3,Beginner German Language I,GERMAN
GERMAN 2Q03,"Horror Film: Vampires, Monsters, and Mad Scientists (Taught in English)",GERMAN
GERMAN 4II3A,Independent Study,GERMAN
GERMAN 4II3S,Independent Study,GERMAN
GKROMST 1A03,Introduction to Greek and Roman Archaeology,GKROMST
GKROMST 1B03,An Introduction to Ancient Myth and Literature,GKROMST
GKROMST 1M03,History of Greece and Rome,GKROMST
GKROMST 2BB3,Constructing the Ancient World,GKROMST
GKROMST 2HC3,Caesar and the Rise of Autocracy,GKROMST
GKROMST 2K03,The Society of Greece and Rome,GKROMST
GKROMST 2MT3,Ancient Roots of Medical Terminology,GKROMST
GKROMST 3ER3,Epics of Rome,GKROMST
GKROMST 3MT3,Advanced Ancient Roots of Medical Terminology,GKROMST
GKROMST 3S03,"Pompeii, Herculaneum, and Ostia",GKROMST
GKROMST 4F03,Seminar in Ancient History,GKROMST
GKROMST 4RE3,Research Methods in Greek and Roman Studies,GKROMST
GKROMST 4T03S,Independent Study,GKROMST
GLOBALZN 1A03,Global Citizenship,GLOBALZN
GLOBALZN 3A03,"Think Globally, Act Locally: Globalization, Social Justice, and Human Rights",GLOBALZN
GREEK 1Z03,Beginner's Intensive Ancient Greek I,GREEK
GREEK 2A03,Intermediate Greek I,GREEK
GREEK 3BB3,Topics in Greek Literature,GREEK
GREEK 4T03,Independent Study in Greek,GREEK
HISTORY 1CC3,"Ten Empires that Shaped our World, 500 BCE to Present",HISTORY
HISTORY 1M03,History of Greece and Rome,HISTORY
HISTORY 1PP3,Pop Goes the Past!,HISTORY
HISTORY 2CH3,Introduction to Critical Heritage Studies,HISTORY
HISTORY 2HC3,The History of Childhood (In)Justice in Canada,HISTORY
HISTORY 2HE3,History of Education in Canada,HISTORY
HISTORY 2JJ3,Africa Since 1800,HISTORY
HISTORY 2ST3,"Empire, War, Welfare State: Britain, 1867-2020",HISTORY
HISTORY 2T03,"Survey of Canadian History, Beginnings to 1885",HISTORY
HISTORY 3H03,Culture and Education in the Italian Renaissance,HISTORY
HISTORY 3HT3,Teaching and Learning of History,HISTORY
HISTORY 3J03,The United States in the 1960s,HISTORY
HISTORY 3TR3,Trees and their Histories,HISTORY
HISTORY 3XX3,Human Rights in History,HISTORY
HISTORY 4DH3,Explorations in Digital Humanities,HISTORY
HISTORY 4DW3,Indigenous History in a Decolonizing World,HISTORY
HISTORY 4G03,Nation and Genocide in the Modern World,HISTORY
HISTORY 4LC3,"Law and Order in Canada, From New France to the Charter",HISTORY
HISTORY 4QQ3,The Soviet Experience,HISTORY
HISTORY 4RP3,Independent Research Project,HISTORY
HISTORY 4RP6A,Advanced Independent Research,HISTORY
HLTHAGE 1AA3,Introduction to Health and Society,HLTHAGE
HLTHAGE 1BB3,"Alphas, Boomers, and Zoomers: Aging and Generations",HLTHAGE
HLTHAGE 1CC3,Introduction to Mental Health and Illness,HLTHAGE
HLTHAGE 1ZZ3,Inquiry: Introduction to Health and Society,HLTHAGE
HLTHAGE 2A03,Research Methods in Health and in Aging I,HLTHAGE
HLTHAGE 2BB3,"Perspectives in Health, Aging and Society",HLTHAGE
HLTHAGE 2C03,Health Economics and its Application to Health Policy,HLTHAGE
HLTHAGE 2GG3,Mental Health and Society,HLTHAGE
HLTHAGE 2HI3,Health & Place,HLTHAGE
HLTHAGE 2O03,Canadian Children,HLTHAGE
HLTHAGE 2P03,Sex and Wellbeing,HLTHAGE
HLTHAGE 3D03,"Perspectives on Disability, Chronic Illness and Aging",HLTHAGE
HLTHAGE 3DD3,Workers’ Health and Well-Being in a Changing World,HLTHAGE
HLTHAGE 3E03,Ethical Issues in Health and Aging,HLTHAGE
HLTHAGE 3EE3,"Health, Aging, and the Practice of Everyday Life: Observations from the Field",HLTHAGE
HLTHAGE 3G03,Community Based Research,HLTHAGE
HLTHAGE 3I03,"Independent Study in Health, Aging and Society",HLTHAGE
HLTHAGE 3L03,Embodied Aging,HLTHAGE
HLTHAGE 3N03,Aging and Mental Health,HLTHAGE
HLTHAGE 4B03,Death and Dying in Later Life,HLTHAGE
HLTHAGE 4D03,"Health, Culture and Diversity",HLTHAGE
HLTHAGE 4I03,Aging and Health,HLTHAGE
HLTHAGE 4J03,Narratives of Illness,HLTHAGE
HLTHAGE 4M03,Environment and Health,HLTHAGE
HLTHAGE 4P03,Leisure and Recreation in Later Life,HLTHAGE
HLTHAGE 4S03,Urban Health Inequalities and the Housing Crisis,HLTHAGE
HLTHAGE 4Z06A,"Health, Aging and Society Thesis",HLTHAGE
HTHSCI 1A00,Competencies in Animal Care and Research: Orientation,HTHSCI
HTHSCI 1B00,Competencies in Animal Care and Research: Methodologies,HTHSCI
HTHSCI 1C00,Competencies in Animal Care and Research: Completion of Ethical Research,HTHSCI
HTHSCI 1C03,Social Justice and Healthcare I,HTHSCI
HTHSCI 1D03,Human Anatomy and Physiology I,HTHSCI
HTHSCI 1E06A,Inquiry I: Introduction,HTHSCI
HTHSCI 1G02,Interdisciplinary Questions in Health,HTHSCI
HTHSCI 1H04,Human Anatomy and Physiology for Post-Diploma RPN-BScN Stream,HTHSCI
HTHSCI 1H06A,Human Anatomy and Physiology,HTHSCI
HTHSCI 1I06A,Cellular and Molecular Biology,HTHSCI
HTHSCI 1ML3,Introduction to Medical Laboratory Sciences,HTHSCI
HTHSCI 1RR2,Introduction to the Social Determinants of Health,HTHSCI
HTHSCI 1X01A,Praxis Pathways 1,HTHSCI
HTHSCI 1X01S,Praxis Pathways 1,HTHSCI
HTHSCI 2C03,Research Appraisal and Utilization in Evidence Informed Decision Making,HTHSCI
HTHSCI 2CH3A,CHS Learning Modules,HTHSCI
HTHSCI 2CH6A,CHS Inquiry Fundamentals,HTHSCI
HTHSCI 2D06A,Inquiry II: Introduction and Biochemistry,HTHSCI
HTHSCI 2DS3,Global Health and the Complexities of Disease,HTHSCI
HTHSCI 2E03,Inquiry II: Biochemistry,HTHSCI
HTHSCI 2F03,Human Physiology and Anatomy I,HTHSCI
HTHSCI 2FA3,Foundations for Inquiry in Anatomy & Physiology,HTHSCI
HTHSCI 2G03,Statistics & Epidemiology 1,HTHSCI
HTHSCI 2H03,Introductory Pharmacology,HTHSCI
HTHSCI 2L03,Anatomy and Physiology I: Communication,HTHSCI
HTHSCI 2LA2A,Introduction to Integrated Pathophysiology for Nursing for Basic Stream,HTHSCI
HTHSCI 2M03,Reproductive Physiology,HTHSCI
HTHSCI 2MB3,Microbiology in the Health Sciences,HTHSCI
HTHSCI 2PF3A,Introduction to Integrated Pathophysiology for Accelerated Stream,HTHSCI
HTHSCI 2PR2A,Introduction to Integrated Pathophysiology for Post-Diploma RPN-BScN Stream,HTHSCI
HTHSCI 2S03,Introduction to Statistics for Nursing,HTHSCI
HTHSCI 2SG3,Introduction to Sex/Gender & Health,HTHSCI
HTHSCI 2X03A,Praxis Pathways 2,HTHSCI
HTHSCI 3AH3,Indigenous Health,HTHSCI
HTHSCI 3BB3,Human Biochemistry II: Nutrition and Metabolism,HTHSCI
HTHSCI 3CA3,Cannabis: An Evidence-Based Understanding,HTHSCI
HTHSCI 3CB3,Introduction to Computational Biology,HTHSCI
HTHSCI 3CC3,Theatre for Development,HTHSCI
HTHSCI 3CH6A,CHS Research Practicum,HTHSCI
HTHSCI 3CH9A,CHS Inquiry Intermediate,HTHSCI
HTHSCI 3CV6A,Child Visual Development and Community Engagement,HTHSCI
HTHSCI 3DM3,Demystifying Medicine,HTHSCI
HTHSCI 3DR3,Demystifying Research,HTHSCI
HTHSCI 3DT3,Donation & Transplantation,HTHSCI
HTHSCI 3E03,Inquiry III: Advanced Inquiry in Health Sciences,HTHSCI
HTHSCI 3EA3,Introduction to Expressive Arts Therapy,HTHSCI
HTHSCI 3EE3,Biomedical Graphics,HTHSCI
HTHSCI 3EP3,Epigenetics: Linking Nature and Nurture,HTHSCI
HTHSCI 3GG3,Health Systems and Health Policy,HTHSCI
HTHSCI 3H03A,Inquiry Project,HTHSCI
HTHSCI 3H03S,Inquiry Project,HTHSCI
HTHSCI 3H06A,Inquiry Project,HTHSCI
HTHSCI 3I03,Introductory Immunology,HTHSCI
HTHSCI 3LH3,"Inquiry into Constitutional Law, Health, and Society",HTHSCI
HTHSCI 3MH3,Critical Examination of Mental Health,HTHSCI
HTHSCI 3MR6A,Practicum in Medical Research,HTHSCI
HTHSCI 3MU3,"Music, Health, & the Community",HTHSCI
HTHSCI 3N03,Creative Writing in the Health Sciences,HTHSCI
HTHSCI 3PA2A,Integrated Pathophysiology for Nursing,HTHSCI
HTHSCI 3PM3,Psychedelics and Mental Health,HTHSCI
HTHSCI 3QA3,Qualitative Research Methods in Health,HTHSCI
HTHSCI 3S03,Communication Skills,HTHSCI
HTHSCI 3SS3,Surviving Survivor: Insights from Reality TV for Real Life,HTHSCI
HTHSCI 3T03,"Inquiry into Work, Self and Purpose",HTHSCI
HTHSCI 3WT3,What Trauma Teaches: Lessons from Listening,HTHSCI
HTHSCI 3X00A,Praxis Pathways 3,HTHSCI
HTHSCI 4A06A,Senior Projects,HTHSCI
HTHSCI 4A09A,Thesis,HTHSCI
HTHSCI 4A12A,Thesis,HTHSCI
HTHSCI 4A15A,Thesis,HTHSCI
HTHSCI 4AL3,Model Systems,HTHSCI
HTHSCI 4AR3,Nursing Research Project,HTHSCI
HTHSCI 4BB3,Neuroimmunology,HTHSCI
HTHSCI 4C06A,Senior Project in Child Health,HTHSCI
HTHSCI 4C09A,Thesis in Child Health,HTHSCI
HTHSCI 4C12A,Thesis in Child Health,HTHSCI
HTHSCI 4C15A,Thesis in Child Health,HTHSCI
HTHSCI 4CH3A,CHS Education Practicum,HTHSCI
HTHSCI 4CH6A,CHS Inquiry Advanced,HTHSCI
HTHSCI 4D03,Special Topics in Health Sciences,HTHSCI
HTHSCI 4D06A,Senior Project in Engaging the City,HTHSCI
HTHSCI 4D09A,Thesis in Engaging the City,HTHSCI
HTHSCI 4D12A,Thesis in Engaging the City,HTHSCI
HTHSCI 4D15A,Thesis in Engaging the City,HTHSCI
HTHSCI 4DE3A,Senior Project in Engaging the City,HTHSCI
HTHSCI 4EE6A,Education Practicum in Health Sciences - Inquiry,HTHSCI
HTHSCI 4G06A,Senior Project in Global Health,HTHSCI
HTHSCI 4G09A,Thesis in Global Health,HTHSCI
HTHSCI 4G12A,Thesis in Global Health,HTHSCI
HTHSCI 4G15A,Thesis in Global Health,HTHSCI
HTHSCI 4JJ3,Capacity Research in Everyday Life,HTHSCI
HTHSCI 4K03,Human Pathophysiology,HTHSCI
HTHSCI 4KT3,Demystifying Science - Advanced Knowledge Translation and Science Communication,HTHSCI
HTHSCI 4MS3,The Social Lives of Molecules,HTHSCI
HTHSCI 4NR3,Nursing Research,HTHSCI
HTHSCI 4NU3,Nutrition,HTHSCI
HTHSCI 4PA3,Global Health Innovation,HTHSCI
HTHSCI 4PF6A,Education Practicum in Anatomy & Physiology,HTHSCI
HTHSCI 4QQ3A,Communication Skill Practicum,HTHSCI
HTHSCI 4RD3A,Integrated Statistics and Research Design,HTHSCI
HTHSCI 4SG3,Sex/Gender in Health Research,HTHSCI
HTHSCI 4SS6A,Group Process Practicum,HTHSCI
HTHSCI 4UU3,Genomics Variant Interpretation in Health Sciences,HTHSCI
HTHSCI 4W03,Special Topics in Health Sciences II,HTHSCI
HTHSCI 4XP3A,Praxis Pathways 4,HTHSCI
HUMAN 1HL3,Humanities for Life: The Value of a Humanities Degree,HUMAN
HUMAN 1VV3,Voice and Vision: Words to Change the World,HUMAN
HUMAN 2AR1,Adaptability and Resiliency,HUMAN
HUMAN 2CP3,Humanities Career Planning and Development,HUMAN
HUMAN 2PS1,Problem Solving,HUMAN
HUMAN 2TC1,Teamwork and Collaboration,HUMAN
HUMAN 3CL3,Community Leadership at McMaster,HUMAN
HUMAN 3EL3,Emotionally Intelligent Leadership,HUMAN
HUMAN 3IF0S,Full-time Internship,HUMAN
HUMAN 3IF1S,Full-time Internship,HUMAN
HUMAN 3IP0S,Part-time Internship,HUMAN
HUMAN 3IP1S,Part-time Internship,HUMAN
HUMAN 3W03,Applied Humanities I,HUMAN
HUMAN 3W03A,Applied Humanities I,HUMAN
HUMAN 4LC3,Major Leadership Project: Theory and Practice,HUMAN
HUMAN 4W03A,Applied Humanities II,HUMAN
HUMAN 4W03S,Applied Humanities II,HUMAN
HUMBEHV 2A06A,Introduction to Autism Spectrum Disorder (ASD),HUMBEHV
HUMBEHV 2AP3,Introduction to Applied Psychology,HUMBEHV
HUMBEHV 2B06A,Introduction to Applied Behaviour Analysis (ABA) I,HUMBEHV
HUMBEHV 2M03,Learning Environment I,HUMBEHV
HUMBEHV 2TL3,Responsive Care for Infants and Toddlers,HUMBEHV
HUMBEHV 3E06A,Behavioural Skill Building,HUMBEHV
HUMBEHV 3G03,Specialized Instructional Strategies (SIS) II,HUMBEHV
HUMBEHV 3IP3A,Inquiry Project,HUMBEHV
HUMBEHV 3IP3S,Inquiry Project,HUMBEHV
HUMBEHV 3MD3,Research Methods for Applied Psychology in Human Behaviour,HUMBEHV
HUMBEHV 3P03,Learning Environment II,HUMBEHV
HUMBEHV 3RS3,ABA Research Designs,HUMBEHV
HUMBEHV 3ST3,Statistics for Applied Psychology in Human Behaviour,HUMBEHV
HUMBEHV 4CB3,Treating Challenging Behaviour II,HUMBEHV
HUMBEHV 4HB3,Seminar in Applied Psychology,HUMBEHV
HUMBEHV 4HC3,Seminar in Applied Psychology,HUMBEHV
HUMBEHV 4HF3,Advanced Seminar in Applied Social Psychology,HUMBEHV
HUMBEHV 4IP3A,Senior Inquiry Project,HUMBEHV
HUMBEHV 4IP3S,Senior Inquiry Project,HUMBEHV
HUMBEHV 4J03,Transition Planning and Implementation,HUMBEHV
HUMBEHV 4N03,Principles of Ethical Practice,HUMBEHV
HUMBEHV 4RP6A,Independent Research Project,HUMBEHV
HUMBEHV 4SC6A,Science Communication in the Behavioural Sciences,HUMBEHV
HUMBEHV 4W03,Supervision for Leadership and Quality,HUMBEHV
IARTS 1BD3,2D Practices in Art,IARTS
IARTS 1CR3,Acting: Body and Voice,IARTS
IARTS 1MA3,Making Art 1,IARTS
IARTS 1SS3,3D Practices in Art,IARTS
IARTS 2AD3,Acting as Devising I,IARTS
IARTS 2BB3,Designing for Devised Performance,IARTS
IARTS 2CD3,Contemporary Approaches to Drawing Practices,IARTS
IARTS 2CP3,Introduction to Critical Curatorial Perspectives,IARTS
IARTS 2DP3,Digital Practices,IARTS
IARTS 2EP3,3D and Expanded Practices,IARTS
IARTS 2PM3,Contemporary Approaches to Print Media,IARTS
IARTS 2RR3,Project Development 2,IARTS
IARTS 3AA3,Modernist Theatre and Drama in Europe,IARTS
IARTS 3CE3,Concentrated Study Ceramics,IARTS
IARTS 3EC3,Early Cinema History,IARTS
IARTS 3ID3,Integrated Media and Materiality: Installation and Performance,IARTS
IARTS 3IM3,Transdisciplinary and Hybrid Studio Practices,IARTS
IARTS 3MD3,"Making Art 4: Key Issues of Equity, Diversity, and Inclusion in the Arts",IARTS
IARTS 3MP3,Devised Theatre Production,IARTS
IARTS 3MP6,Devised Theatre Production,IARTS
IARTS 3RC3,Collaborative Project Development and Production 1,IARTS
IARTS 3RR3,"'Cripping' Performance: Deaf, Mad and Disabled Performance in Canada",IARTS
IARTS 4AE3,"Art, Climate, Justice and the Environment",IARTS
IARTS 4C06A,Thesis Project,IARTS
IARTS 4C12A,Project Capstone Thesis,IARTS
IARTS 4CE3,Concentrated Study Ceramics,IARTS
IARTS 4CS6A,Critical Curatorial Studies,IARTS
IARTS 4D03,"Theatre, Society and Early Cinema",IARTS
IBEHS 1EE0,Introduction to Career Planning & Employment,IBEHS
IBEHS 1EP6A,Entrepreneurship in Biomedical Innovation: From Bench to Market,IBEHS
IBEHS 1P10A,Health Solutions Design Projects I: Introduction to Engineering Fundamentals and Design,IBEHS
IBEHS 2EC0,iBioMed Work Term,IBEHS
IBEHS 2EH3,Innovating Care: Navigating Canada's Healthcare System,IBEHS
IBEHS 2L01,Foundations of Effective Leadership in Engineering and Healthcare 1,IBEHS
IBEHS 2PA2,Health Solutions Design Projects II-A: Lab Skills in Genetic Engineering,IBEHS
IBEHS 3A03,Biomedical Signals and Systems,IBEHS
IBEHS 3E03,Fundamentals of Business Strategy,IBEHS
IBEHS 3H03,Research Project,IBEHS
IBEHS 3I06A,Research Project,IBEHS
IBEHS 3S03,Statistical Methods in Biomedical Engineering,IBEHS
IBEHS 4B03,Biomechanics,IBEHS
IBEHS 4E09A,"Health, Engineering Science and Entrepreneurship Thesis",IBEHS
IBEHS 4EE6A,Innovators in Scrubs,IBEHS
IBEHS 4F04,Biomedical Instrumentation and Measurement,IBEHS
IBEHS 4H03,Research Project,IBEHS
IBEHS 4M03,Biomaterials and Tissue Engineering,IBEHS
IBEHS 4P03,Health Solutions Design Projects IV: Decision Making and Project Management,IBEHS
IBEHS 4QZ3,Cyber-Physical Systems in Biomedical Engineering,IBEHS
IBEHS 5P06A,Biomedical Capstone Design Project,IBEHS
IBH 1AA3,Financial Accounting,IBH
IBH 1BA3,Organizational Behaviour,IBH
IBH 1BB3,Insight and Inquiry: Examining Ourselves and the World around Us,IBH
IBH 1BD3,Introduction to Peace Studies for IBH,IBH
IBH 1LD0A,Leadership Development - Self Awareness,IBH
IBH 2AD3,Statistical Data Analysis,IBH
IBH 2AE3,Critical Thinking,IBH
IBH 2AF3,Global Business Experience,IBH
IBH 2BB3,Introduction to Finance,IBH
IBH 2LD0A,Leadership Development - Leadership Emergence,IBH
IBH 3AA3,Research in Action: Methods for Social Change and Justice,IBH
IBH 3AC3,Corporate Finance,IBH
IBH 3BA3,Understanding Entrepreneurship and Social Entrepreneurship From a Historical and Theoretical Lens,IBH
IBH 3BB3,Organizational Strategy,IBH
IBH 3BD3,Interpersonal Communication,IBH
IBH 4LD3,Leadership Development - Leadership Capstone,IBH
IBH 4SE3,Social Entrepreneurship Capstone,IBH
INDIGST 1A03,Introduction to Indigenous Studies,INDIGST
INDIGST 1G03,"Transition - Gaodadeihwahni:ya:s ""They are strengthening their knowledge""",INDIGST
INDIGST 2D03,Traditional Indigenous Ecological Knowledge,INDIGST
INDIGST 2HW3,We Are the Medicine: Indigenous Teachings in Health and Wellbeing,INDIGST
INDIGST 2MM3,Indigenous Ways of Knowing: Theory,INDIGST
INDIGST 2N03,Perspectives on Indigenous and Eurocentric Astronomy,INDIGST
INDIGST 3D03,Contemporary Indigenous Literatures of Turtle ISL,INDIGST
INDIGST 3R03,Experiential Land-Based Learning,INDIGST
INDIGST 3VV3,The Indian Act: A Social Problem,INDIGST
INDIGST 4DW3,Indigenous History in a Decolonizing World,INDIGST
INDIGST 4HH3,Indigenous Health and Interdisciplinary Approaches,INDIGST
INDIGST 4QQ3,Indigenizing Social Work Practice Approaches,INDIGST
INDIGST 4T06A,Honours Thesis,INDIGST
INNOVATE 1C03,Cases in Entrepreneurship and Innovation,INNOVATE
INNOVATE 1X03,The World of Entrepreneurship,INNOVATE
INNOVATE 1Z03,Artificial Intelligence - Innovative Technologies,INNOVATE
INNOVATE 2SI3,Social Innovations,INNOVATE
INNOVATE 3X03,"Persuasion, Pitching Skills and Marketing",INNOVATE
INSPIRE 2ED3,Principles & Practices of Transformative Teaching & Learning,INSPIRE
INSPIRE 3AR3,Exploring Leadership in Athletics & Recreation,INSPIRE
INSPIRE 3WW3,Exploring Leadership in University Orientation,INSPIRE
INTENG 2A03S,International Engagement at Home,INTENG
INTENG 3A03,International Engagement Capstone,INTENG
IRH 2HI3,Rehabilitation and Humanities Inquiry I,IRH
IRH 2RM3,Evidence-based Rehabilitation and Measurement Theory for Rehabilitation,IRH
IRH 3EP3A,Experiential-Focused Practicum,IRH
IRH 3EP3S,Experiential-Focused Practicum,IRH
IRH 3HI3,Rehabilitation and Humanities Inquiry II,IRH
IRH 3UD3,Understanding Disability,IRH
IRH 4EI3,Entrepreneurship and Innovation in Humanities and Rehabilitation,IRH
IRH 4RT6A,Research Thesis Project,IRH
ISCI 1A24A,Integrated Science I,ISCI
ISCI 2A18A,Integrated Science II,ISCI
ISCI 3A12A,Integrated Science III,ISCI
ISCI 4A12A,Integrated Science IV,ISCI
ITALIAN 4II3A,Independent Study,ITALIAN
ITALIAN 4II3S,Independent Study,ITALIAN
JAPANESE 1BL3,Beginner Japanese Language I,JAPANESE
JAPANESE 2X03,Japanese Anime (Taught in English),JAPANESE
KINESIOL 1A03,Human Anatomy and Physiology I,KINESIOL
KINESIOL 1K03,Foundations in Kinesiology,KINESIOL
KINESIOL 1Y03,Human Anatomy and Physiology I,KINESIOL
KINESIOL 2CC3,Cardiorespiratory and Metabolic Exercise Physiology,KINESIOL
KINESIOL 2E03,Musculoskeletal Anatomy,KINESIOL
KINESIOL 2MC3,Motor Control and Learning,KINESIOL
KINESIOL 2Y03,Human Anatomy and Physiology I,KINESIOL
KINESIOL 3AA3,Biomechanics II,KINESIOL
KINESIOL 3F03,Athletic Training & Conditioning,KINESIOL
KINESIOL 3H03,Exercise Psychology,KINESIOL
KINESIOL 3K03,Sports Injuries,KINESIOL
KINESIOL 3N03,Ergonomics I: Workplace Injury Risk Assessment,KINESIOL
KINESIOL 3RP3,Kinesiology Research Practicum,KINESIOL
KINESIOL 3U03,Human Growth and Maturation,KINESIOL
KINESIOL 3W03,Cardiovascular Physiology of Exercise,KINESIOL
KINESIOL 3Z03,Neuromuscular Plasticity in Health and Disease,KINESIOL
KINESIOL 4EE3,Professional Placement in Kinesiology,KINESIOL
KINESIOL 4IE3,Innovation and Entrepreneurship in Kinesiology,KINESIOL
KINESIOL 4RR6A,Thesis,KINESIOL
KINESIOL 4RR9A,Thesis,KINESIOL
KINESIOL 4SS3,Human Aging: Biological and Lifestyle Influences,KINESIOL
KINESIOL 4TT3,Movement Neuroscience,KINESIOL
KINESIOL 4UU3,Selected Topics in Kinesiology I,KINESIOL
