course_code,course_title,professor_name,url
ISCI 3A12A,Integrated Science III,Russ Ellis,https://mcmaster.simplesyllabusca.com/doc/d31cf2yem/Fall-2026-ISCI-3A12A-C01-HARVECH-Integrated-Science-III?mode=view
ISCI 4A12A,Integrated Science IV,Chad Harvey,https://mcmaster.simplesyllabusca.com/doc/z468kwzea/Fall-2026-ISCI-4A12A-C01-HARVECH-Integrated-Science-IV?mode=view
JAPANESE 1BL3,Beginner Japanese Language I,Sonomi Consul,https://mcmaster.simplesyllabusca.com/doc/5tkh5jakb/Fall-2026-JAPANESE-1BL3-C01-CONSULS-Beginner-Japanese-Language-I?mode=view
JAPANESE 2X03,Japanese Anime (Taught in English),Sonomi Consul,https://mcmaster.simplesyllabusca.com/doc/nzfcbmyhg/Fall-2026-JAPANESE-2X03-C01-CONSULS-Japanese-Anime-Taught-in-English?mode=view
KINESIOL 1A03,Human Anatomy and Physiology I,Krista Howarth,https://mcmaster.simplesyllabusca.com/doc/tbfrpdkqz/Fall-2026-KINESIOL-1A03-C01-HOWARTK-Human-Anatomy-and-Physiology-I?mode=view
KINESIOL 1Y03,Human Anatomy and Physiology I,Krista Howarth,https://mcmaster.simplesyllabusca.com/doc/uy21rusgr/Fall-2026-KINESIOL-1Y03-C01-HOWARTK-Human-Anatomy-and-Physiology-I?mode=view
KINESIOL 2CC3,Cardiorespiratory and Metabolic Exercise Physiology,Martin Gibala,https://mcmaster.simplesyllabusca.com/doc/lbh6g4x4x/Fall-2026-KINESIOL-2CC3-C01-GIBALAM-Cardiorespiratory-and-Metabolic-Exercise-Physiology?mode=view
KINESIOL 2E03,Musculoskeletal Anatomy,Krista Madsen,https://mcmaster.simplesyllabusca.com/doc/1lolxt81d/Fall-2026-KINESIOL-2E03-C01-MADSENK-Musculoskeletal-Anatomy?mode=view
KINESIOL 2Y03,Human Anatomy and Physiology I,Krista Howarth,https://mcmaster.simplesyllabusca.com/doc/jk4who8lk/Fall-2026-KINESIOL-2Y03-C01-HOWARTKR-Human-Anatomy-and-Physiology-I?mode=view
KINESIOL 3AA3,Biomechanics II,Ryan Chhiba,https://mcmaster.simplesyllabusca.com/doc/p0hcl7fcn/Fall-2026-KINESIOL-3AA3-C01-CHHIBAR-Biomechanics-II?mode=view
KINESIOL 3F03,Athletic Training & Conditioning,Dylan Whitbread,https://mcmaster.simplesyllabusca.com/doc/3ne15i3zn/Fall-2026-KINESIOL-3F03-C01-WHITBRDJ-Athletic-Training-Conditioning?mode=view
KINESIOL 3H03,Exercise Psychology,Steven Bray,https://mcmaster.simplesyllabusca.com/doc/xlnt32qae/Fall-2026-KINESIOL-3H03-C01-SBRAY-Exercise-Psychology?mode=view
KINESIOL 3K03,Sports Injuries,Krista Madsen,https://mcmaster.simplesyllabusca.com/doc/ujtv84mf6/Fall-2026-KINESIOL-3K03-C01-MADSENK-Sports-Injuries?mode=view
KINESIOL 3N03,Ergonomics I: Workplace Injury Risk Assessment,Peter Keir,https://mcmaster.simplesyllabusca.com/doc/k0qmuwz3a/Fall-2026-KINESIOL-3N03-C01-PJKEIR-Ergonomics-I-Workplace-Injury-Risk-Assessment?mode=view
KINESIOL 3U03,Human Growth and Maturation,Claire Tuckey,https://mcmaster.simplesyllabusca.com/doc/suu29yymw/Fall-2026-KINESIOL-3U03-C01-TUCKEYC-Human-Growth-and-Maturation?mode=view
KINESIOL 3W03,Cardiovascular Physiology of Exercise,Elric Allison,https://mcmaster.simplesyllabusca.com/doc/2qmbzbpu4/Fall-2026-KINESIOL-3W03-C01-ALLISE-Cardiovascular-Physiology-of-Exercise?mode=view
KINESIOL 3Z03,Neuromuscular Plasticity in Health and Disease,"Vladimir Ljubicic, PhD",https://mcmaster.simplesyllabusca.com/doc/kpd5g2ujg/Fall-2026-KINESIOL-3Z03-C01-LJUBIC-Neuromuscular-Plasticity-in-Health-and-Disease?mode=view
KINESIOL 4EE3,Professional Placement in Kinesiology,Claire Tuckey,https://mcmaster.simplesyllabusca.com/doc/0ue4c6kbk/Fall-2026-KINESIOL-4EE3-C01-TUCKEYC-Professional-Placement-in-Kinesiology?mode=view
KINESIOL 4IE3,Innovation and Entrepreneurship in Kinesiology,Dr. Sydney Valentino,https://mcmaster.simplesyllabusca.com/doc/69vu4422b/Fall-2026-KINESIOL-4IE3-C01-TBD-Innovation-and-Entrepreneurship-in-Kinesiology?mode=view
KINESIOL 4SS3,Human Aging: Biological and Lifestyle Influences,Joshua Nederveen,https://mcmaster.simplesyllabusca.com/doc/bd21irqp4/Fall-2026-KINESIOL-4SS3-C01-NEDERVJ-Human-Aging-Biological-and-Lifestyle-Influences?mode=view
KINESIOL 4UU3,Selected Topics in Kinesiology I,Claire Tuckey,https://mcmaster.simplesyllabusca.com/doc/2igy6y34b/Fall-2026-KINESIOL-4UU3-C01-TBD-Selected-Topics-in-Kinesiology-I?mode=view
KINESIOL 4W03,Exploring Movement and Posture,Krista Madsen,https://mcmaster.simplesyllabusca.com/doc/va0gyc7ch/Fall-2026-KINESIOL-4W03-C01-MADSENK-Exploring-Movement-and-Posture?mode=view
KINESIOL 4XX3,Selected Topics in Kinesiology III,Amanda Johnson,https://mcmaster.simplesyllabusca.com/doc/8o2us0478/Fall-2026-KINESIOL-4XX3-C01-JOHNSA47-Selected-Topics-in-Kinesiology-III?mode=view
KOREAN 1BL3,Beginner Korean Language I,Dr. Ariel Kim,https://mcmaster.simplesyllabusca.com/doc/wkdfyra4z/Fall-2026-KOREAN-1BL3-C01-KIMA54-Beginner-Korean-Language-I?mode=view
LANGCUL 1X03,"Language, Communication, and Context",Claudia Huelgas,https://mcmaster.simplesyllabusca.com/doc/mmct39idc/Fall-2026-LANGCUL-1X03-C01-HUELGAC-Language-Communication-and-Context?mode=view
LATIN 1Z03,Beginner's Intensive Latin I,Emily Lamond,https://mcmaster.simplesyllabusca.com/doc/6r4o4qpql/Fall-2026-LATIN-1Z03-C01-LAMONDEA-Beginner-s-Intensive-Latin-I?mode=view
LATIN 1Z03,Beginner's Intensive Latin I,Heva Olfman,https://mcmaster.simplesyllabusca.com/doc/buj11t1hf/Fall-2026-LATIN-1Z03-C02-OLFMANH-Beginner-s-Intensive-Latin-I?mode=view
LATIN 3H03,Topics in Latin Poetry,Dr. Stephen Russell,https://mcmaster.simplesyllabusca.com/doc/v5x6ixamm/Fall-2026-LATIN-3H03-C01-RUSSELSC-Topics-in-Latin-Poetry?mode=view
LIFESCI 2A03,Research Methods in Life Sciences,Dr. Ana Tomljenovic-Berube,https://mcmaster.simplesyllabusca.com/doc/fpvsdjhsd/Fall-2026-LIFESCI-2A03-C01-TOMLJEAM-Research-Methods-in-Life-Sciences?mode=view
LIFESCI 2CC3,Fundamentals of Neuroscience,Dr. Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/4446v2c01/Fall-2026-LIFESCI-2CC3-C01-RODRIGVG-Fundamentals-of-Neuroscience?mode=view
LIFESCI 2D03,Behavioural Processes,Sina Zarini,https://mcmaster.simplesyllabusca.com/doc/754rx8cpt/Fall-2026-LIFESCI-2D03-C01-AKHAN-Behavioural-Processes?mode=view
LIFESCI 2L03,Living Systems Laboratory,Dr. Ana Tomljenovic-Berube (Lead Instructor),https://mcmaster.simplesyllabusca.com/doc/ok0n84x3v/Fall-2026-LIFESCI-2L03-C01-TOMLJEAM-Living-Systems-Laboratory?mode=view
LIFESCI 3BB3,Neurobiology of Disease,Nikol Piskuric,https://mcmaster.simplesyllabusca.com/doc/sbiawe1pj/Fall-2026-LIFESCI-3BB3-C01-PISKURN-Neurobiology-of-Disease?mode=view
LIFESCI 3EP3,Life Sciences Applied Placement,Dr. Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/0i7bobbpj/Fall-2026-LIFESCI-3EP3-C01-RODRIGVG-Life-Sciences-Applied-Placement?mode=view
LIFESCI 3L03,Laboratory Methods in Life Sciences,Dr. Ana Campos,https://mcmaster.simplesyllabusca.com/doc/6o0ka6i2q/Fall-2026-LIFESCI-3L03-C01-BELOWIR-Laboratory-Methods-in-Life-Sciences?mode=view
LIFESCI 3LA3,Introduction to Data Literacy,Ryan Belowitz,https://mcmaster.simplesyllabusca.com/doc/dfd5xhsqs/Fall-2026-LIFESCI-3LA3-C01-JOHNSH26-Introduction-to-Data-Literacy?mode=view
LIFESCI 3M03,Cellular Dynamics in Health and Disease,Dr. Shaiya Robinson,https://mcmaster.simplesyllabusca.com/doc/mr33m2jjd/Fall-2026-LIFESCI-3M03-C01-ROBINS9-Cellular-Dynamics-in-Health-and-Disease?mode=view
LIFESCI 3N03,Human Nutritional Toxicology,Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/2s7ils5fc/Fall-2026-LIFESCI-3N03-C01-RODRIGVG-Human-Nutritional-Toxicology?mode=view
LIFESCI 3RP3,Life Sciences Research Practicum,Dr. Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/3880b6wq4/Fall-2026-LIFESCI-3RP3-C01-RODRIGVG-Life-Sciences-Research-Practicum?mode=view
LIFESCI 3W03,Genetic and Epigenetic Determinants of Health: Role in Health Disparity,Dr. Shaiya Robinson,https://mcmaster.simplesyllabusca.com/doc/4qtgmgd2k/Fall-2026-LIFESCI-3W03-C01-ROBINS9-Genetic-and-Epigenetic-Determinants-of-Health-Role-in-Health-Disparity?mode=view
LIFESCI 4B09A,Independent Thesis,Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/wa4vv1dm1/Fall-2026-LIFESCI-4B09A-C01-RODRIGVG-Independent-Thesis?mode=view
LIFESCI 4EP6A,Life Sciences Advanced Placement,Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/nafc5zqrd/Fall-2026-LIFESCI-4EP6A-C01-RODRIGVG-Life-Sciences-Advanced-Placement?mode=view
LIFESCI 4J03,Science Communication in the Media,Katie Moisse,https://mcmaster.simplesyllabusca.com/doc/dtpgxu2rd/Fall-2026-LIFESCI-4J03-C01-MOISSEK-Science-Communication-in-the-Media?mode=view
LIFESCI 4L03,Our Invisible Body: Microbes and Human Health,Dr. Ana Tomljenovic-Berube,https://mcmaster.simplesyllabusca.com/doc/tgdrhxzut/Fall-2026-LIFESCI-4L03-C01-TOMLJEAM-Our-Invisible-Body-Microbes-and-Human-Health?mode=view
LIFESCI 4U03,Mechanisms of Disease,Veronica Rodriguez Moncalvo,https://mcmaster.simplesyllabusca.com/doc/d53g8chk0/Fall-2026-LIFESCI-4U03-C01-RODRIGVG-Mechanisms-of-Disease?mode=view
LINGUIST 1A03,"Introduction to Linguistics: Speaking, Signing and Hearing",Daniel Pape,https://mcmaster.simplesyllabusca.com/doc/16hdwcb1h/Fall-2026-LINGUIST-1A03-C01-PAPED-Introduction-to-Linguistics-Speaking-Signing-and-Hearing?mode=view
LINGUIST 1E03,Introduction to English Linguistics I,Stefania Kyriakidou,https://mcmaster.simplesyllabusca.com/doc/u75rjl15k/Fall-2026-LINGUIST-1E03-C01-KYRIAKIS-Introduction-to-English-Linguistics-I?mode=view
LINGUIST 2L03,Phonetics,Daniel Pape,https://mcmaster.simplesyllabusca.com/doc/un2rdiakd/Fall-2026-LINGUIST-2L03-C01-PAPED-Phonetics?mode=view
LINGUIST 2PS3,Psycholinguistics,Phoebe Gaston,https://mcmaster.simplesyllabusca.com/doc/1wxt1wno5/Fall-2026-LINGUIST-2PS3-C01-GASTONP-Psycholinguistics?mode=view
LINGUIST 2SL3,Introduction to American Sign Language,Mary Edward,https://mcmaster.simplesyllabusca.com/doc/v2kfsrpem/Fall-2026-LINGUIST-2SL3-C01-EDWARM30-Introduction-to-American-Sign-Language?mode=view
LINGUIST 3AA3,Linguistics in the Real World,Dr. Sophia Melanson Ricciardone,https://mcmaster.simplesyllabusca.com/doc/ag44ew4dt/Fall-2026-LINGUIST-3AA3-C01-MELANS1-Linguistics-in-the-Real-World?mode=view
LINGUIST 3II3,Semantics,Ivona Kucerova,https://mcmaster.simplesyllabusca.com/doc/yxl9dp6js/Fall-2026-LINGUIST-3II3-C01-KUCEROV-Semantics?mode=view
LINGUIST 3LA3,Introduction to Second Language Acquisition,Mary Edward,https://mcmaster.simplesyllabusca.com/doc/s509d11un/Fall-2026-LINGUIST-3LA3-C01-EDWARM30-Introduction-to-Second-Language-Acquisition?mode=view
LINGUIST 3LA3,Introduction to Second Language Acquisition,Mary Edward,https://mcmaster.simplesyllabusca.com/doc/1ue6sh8l3/Fall-2026-LINGUIST-3LA3-C01-TBD-Introduction-to-Second-Language-Acquisition?mode=view
LINGUIST 3M03,Morphology,Alison Biggs,https://mcmaster.simplesyllabusca.com/doc/y6xcmzwkd/Fall-2026-LINGUIST-3M03-C01-BIGGSA2-Morphology?mode=view
LINGUIST 4D03,Computers and Linguistic Analysis,Dr. Daniel Schmidtke,https://mcmaster.simplesyllabusca.com/doc/1ajimktnf/Fall-2026-LINGUIST-4D03-C01-SCHMIDDF-Computers-and-Linguistic-Analysis?mode=view
LINGUIST 4LX3,The Structure of X,Kurtis Commanda,https://mcmaster.simplesyllabusca.com/doc/mk03ce7wo/Fall-2026-LINGUIST-4LX3-C01-COMMANDK-The-Structure-of-X?mode=view
LINGUIST 4SL3,SLP Practicum,Dr. Sophia Melanson Ricciardone,https://mcmaster.simplesyllabusca.com/doc/7nszlxwos/Fall-2026-LINGUIST-4SL3-C01-MELANS1-SLP-Practicum?mode=view
MATH 1B03,Linear Algebra I,(C02) Erin Clements,https://mcmaster.simplesyllabusca.com/doc/l42gfm2l4/Fall-2026-MATH-1B03-C02-CLEMENE-Linear-Algebra-I?mode=view
MATH 1C03,Introduction to Mathematical Reasoning,Dr. Gregory Cousins,https://mcmaster.simplesyllabusca.com/doc/5k1lfhkfu/Fall-2026-MATH-1C03-C01-COUSINGD-Introduction-to-Mathematical-Reasoning?mode=view
MATH 1K03,Advanced Functions,Evan Mitchell,https://mcmaster.simplesyllabusca.com/doc/70xrspzif/Fall-2026-MATH-1K03-C01-MITCHEEJ-Advanced-Functions?mode=view
MATH 1LS3,Calculus for the Life Sciences I,Caroline Junkins (C01 and C03),https://mcmaster.simplesyllabusca.com/doc/x0tir7he9/Fall-2026-MATH-1LS3-C01-JUNKINC-Calculus-for-the-Life-Sciences-I?mode=view
MATH 1MP3,Introduction to Mathematical Scientific Computation,Blaise Bourdin,https://mcmaster.simplesyllabusca.com/doc/xbss8z134/Fall-2026-MATH-1MP3-C01-BOURDINB-Introduction-to-Mathematical-Scientific-Computation?mode=view
MATH 1ZA3,Engineering Mathematics I,Aaron Childs,https://mcmaster.simplesyllabusca.com/doc/zvlzjwwlc/Fall-2026-MATH-1ZA3-C01-CHILDSA-Engineering-Mathematics-I?mode=view
MATH 1ZC3,Engineering Mathematics II-B,Christopher Mclean,https://mcmaster.simplesyllabusca.com/doc/e3bh8ra6x/Fall-2026-MATH-1ZC3-C01-MCLEAC3-Engineering-Mathematics-II-B?mode=view
MATH 2C03,Introduction to Differential Equations,Professor David Earn,https://mcmaster.simplesyllabusca.com/doc/ugyvtxsi1/Fall-2026-MATH-2C03-C01-EARN-Introduction-to-Differential-Equations?mode=view
MATH 2MC3,Multivariable Calculus,Evan Mitchell,https://mcmaster.simplesyllabusca.com/doc/cdtx8xu3y/Fall-2026-MATH-2MC3-C01-MITCHEEJ-Multivariable-Calculus?mode=view
MATH 2UU3,Numbers for Life,Miroslav Lovric,https://mcmaster.simplesyllabusca.com/doc/smsmz47lz/Fall-2026-MATH-2UU3-C01-LOVRIC-Numbers-for-Life?mode=view
MATH 2XA3,Vector Calculus I,Patrick Naylor,https://mcmaster.simplesyllabusca.com/doc/mpq5l1rkt/Fall-2026-MATH-2XA3-C01-NAYLOP1-Vector-Calculus-I?mode=view
MATH 3B03,Geometry,Hari Kunduri,https://mcmaster.simplesyllabusca.com/doc/locqs9qrf/Fall-2026-MATH-3B03-C01-KUNDURIH-Geometry?mode=view
MATH 3CV3,Basic Complex Variables,Gregory Cousins,https://mcmaster.simplesyllabusca.com/doc/uunpqmkef/Fall-2026-MATH-3CV3-C01-COUSINGD-Basic-Complex-Variables?mode=view
MATH 3ET3A,Mathematics Teaching Placement,Students are required to find a faculty supervisor and placement supervisor.,https://mcmaster.simplesyllabusca.com/doc/yzy1ihj3r/Fall-2026-MATH-3ET3A-C01-TBD-Mathematics-Teaching-Placement?mode=view
MATH 3ET3S,Mathematics Teaching Placement,Students are required to find a faculty supervisor and placement supervisor.,https://mcmaster.simplesyllabusca.com/doc/2ecs37i7e/Fall-2026-MATH-3ET3S-C01-TBD-Mathematics-Teaching-Placement?mode=view
MATH 3F03,Ordinary Differential Equations,Professor Gail Wolkowicz,https://mcmaster.simplesyllabusca.com/doc/gk8908t8o/Fall-2026-MATH-3F03-C01-WOLKOWIC-Ordinary-Differential-Equations?mode=view
MATH 3GR3,Abstract Algebra,Adam Van Tuyl,https://mcmaster.simplesyllabusca.com/doc/efofzv5uq/Fall-2026-MATH-3GR3-C01-VANTUYLA-Abstract-Algebra?mode=view
MATH 3I03,Partial Differential Equations for Engineering,Dmitry E Pelinovsky,https://mcmaster.simplesyllabusca.com/doc/iuce71z6x/Fall-2026-MATH-3I03-C01-PELINOD-Partial-Differential-Equations-for-Engineering?mode=view
MATH 3IA3,Introduction to Analysis,Miroslav Lovric,https://mcmaster.simplesyllabusca.com/doc/w982zy9na/Fall-2026-MATH-3IA3-C01-LOVRIC-Introduction-to-Analysis?mode=view
MATH 3MB3,Introduction to Modelling,Azadeh Aghaeeyan,https://mcmaster.simplesyllabusca.com/doc/5z7qsemu8/Fall-2026-MATH-3MB3-C01-AGHAEEYA-Introduction-to-Modelling?mode=view
MATH 3NA3,Numerical Linear Algebra,Chengzhang Fu,https://mcmaster.simplesyllabusca.com/doc/r3gphx0bn/Fall-2026-MATH-3NA3-C01-FUC49-Numerical-Linear-Algebra?mode=view
MATH 3U03,Combinatorics,Lisa Seccia,https://mcmaster.simplesyllabusca.com/doc/v0g5ws95v/Fall-2026-MATH-3U03-C01-SECCIAL-Combinatorics?mode=view
MATH 4A03,Real Analysis II,Patrick Speissegger,https://mcmaster.simplesyllabusca.com/doc/i341xyu1n/Fall-2026-MATH-4A03-C01-SPEISSE-Real-Analysis-II?mode=view
MATH 4L03,Introduction to Mathematical Logic,Matthew Anthony Valeriote,https://mcmaster.simplesyllabusca.com/doc/3ylql4vg7/Fall-2026-MATH-4L03-C01-VALERIOT-Introduction-to-Mathematical-Logic?mode=view
MATH 4MB3,Mathematical Biology,Professor David Earn,https://mcmaster.simplesyllabusca.com/doc/j5iehfhk9/Fall-2026-MATH-4MB3-C01-EARN-Mathematical-Biology?mode=view
MATH 4P06A,Senior Research Project,A faculty member is required to supervise,https://mcmaster.simplesyllabusca.com/doc/t82nxropk/Fall-2026-MATH-4P06A-C01-TBD-Senior-Research-Project?mode=view
MATH 4TT3,Topics in Topology,Patrick Naylor,https://mcmaster.simplesyllabusca.com/doc/ryvxlf04e/Fall-2026-MATH-4TT3-C01-NAYLOP1-Topics-in-Topology?mode=view
MATH 4W03,Reading in Mathematics,Adam Van Tuyl,https://mcmaster.simplesyllabusca.com/doc/unym0ccdi/Fall-2026-MATH-4W03-C01-TBD-Reading-in-Mathematics?mode=view
MATH 4WW3,Reading in Mathematics II,Adam Van Tuyl,https://mcmaster.simplesyllabusca.com/doc/0scni8srg/Fall-2026-MATH-4WW3-C01-TBD-Reading-in-Mathematics-II?mode=view
MATH 4X03,Complex Analysis II,Mckenzie Wang,https://mcmaster.simplesyllabusca.com/doc/6kn2t2j1n/Fall-2026-MATH-4X03-C01-WANG-Complex-Analysis-II?mode=view
MATH 5GT3,Graduate Level Topics in Mathematics,Gregory Cousins,https://mcmaster.simplesyllabusca.com/doc/dj4ojjdrn/Fall-2026-MATH-5GT3-C01-COUSINGD-Graduate-Level-Topics-in-Mathematics?mode=view
MATH 5GT3,Graduate Level Topics in Mathematics,Instructor of Corresponding Graduate Course,https://mcmaster.simplesyllabusca.com/doc/xypza954i/Fall-2026-MATH-5GT3-General-Outline-Graduate-Level-Topics-in-Mathematics?mode=view
MATH 6A03,Real Analysis II,Patrick Speissegger,https://mcmaster.simplesyllabusca.com/doc/58n3rgvts/Fall-2026-MATH-6A03-C01-SPEISSE-Real-Analysis-II?mode=view
MATH 6L03,Introduction to Mathematical Logic,Matthew Anthony Valeriote,https://mcmaster.simplesyllabusca.com/doc/8oc3wpyss/Fall-2026-MATH-6L03-C01-VALERIOT-Introduction-to-Mathematical-Logic?mode=view
MATH 6MB3,Mathematic Biology,Professor David Earn,https://mcmaster.simplesyllabusca.com/doc/jsbk48y2e/Fall-2026-MATH-6MB3-C01-EARN-Mathematic-Biology?mode=view
MATH 6TT3,Topics in Topology,Patrick Naylor,https://mcmaster.simplesyllabusca.com/doc/qbjb71qmp/Fall-2026-MATH-6TT3-C01-NAYLOP1-Topics-in-Topology?mode=view
MATH 6X03,Complex Analysis II,Mckenzie Wang,https://mcmaster.simplesyllabusca.com/doc/zwidvhzhp/Fall-2026-MATH-6X03-C01-WANG-Complex-Analysis-II?mode=view
MATH 701,Algebra I,Gregory Cousins,https://mcmaster.simplesyllabusca.com/doc/a09irhh62/Fall-2026-MATH-701-C01-COUSINGD-Algebra-I?mode=view
MATH 790A,Major Research Project,Miroslav Lovric,https://mcmaster.simplesyllabusca.com/doc/in6n57f1o/Fall-2026-MATH-790A-C01-LOVRIC-Major-Research-Project?mode=view
MATLS 4Z06A,Materials Engineering Capstone,Andre Phillion,https://mcmaster.simplesyllabusca.com/doc/c0vyg9kqj/Fall-2026-MATLS-4Z06A-C01-PHILLIAB-Materials-Engineering-Capstone?mode=view
MECHENG 4S03,Incompressible Flow,Shakirudeen Salaudeen,https://mcmaster.simplesyllabusca.com/doc/nmoe60mgq/Fall-2026-MECHENG-4S03-C01-SALAUDES-Incompressible-Flow?mode=view
MEDIAART 1A03,Media Arts,Andrew Mactavish,https://mcmaster.simplesyllabusca.com/doc/3uzl2hie2/Fall-2026-MEDIAART-1A03-C01-MACTAVIS-Media-Arts?mode=view
MEDIAART 2DF3,Design Fundamentals,Jessica Rodriguez Cabrera,https://mcmaster.simplesyllabusca.com/doc/06mehiuiy/Fall-2026-MEDIAART-2DF3-C01-RODRIJ28-Design-Fundamentals?mode=view
MEDIAART 2G03,Digital Audio,"David Ogborn (""Dr. 0"", he/they)",https://mcmaster.simplesyllabusca.com/doc/zzjcenlep/Fall-2026-MEDIAART-2G03-C01-OGBORND-Digital-Audio?mode=view
MEDIAART 3AN3,Animation,Robert Hamilton,https://mcmaster.simplesyllabusca.com/doc/q6nhiigxf/Fall-2026-MEDIAART-3AN3-C01-HAMILTR-Animation?mode=view
MEDIAART 3B03,Digital Cultures,Andrew Mactavish,https://mcmaster.simplesyllabusca.com/doc/fi5q2i9v4/Fall-2026-MEDIAART-3B03-C01-MACTAVIS-Digital-Cultures?mode=view
MEDIAART 3D03,"Interface, Code, Data",David Ogborn,https://mcmaster.simplesyllabusca.com/doc/byj1tbuz4/Fall-2026-MEDIAART-3D03-C01-OGBORND-Interface-Code-Data?mode=view
MEDIAART 3DS3,Documentary Strategies,Andrea Vela Alarcon,https://mcmaster.simplesyllabusca.com/doc/y4pwqs3bz/Fall-2026-MEDIAART-3DS3-C01-VELAALA-Documentary-Strategies?mode=view
MEDIAART 3EW3,Environmental and Wildlife Photography,Andrew Mactavish,https://mcmaster.simplesyllabusca.com/doc/t18i6lsl2/Fall-2026-MEDIAART-3EW3-C01-MACTAVIS-Environmental-and-Wildlife-Photography?mode=view
MEDIAART 3VA3,Video Art and Digital Cinema,Robert Hamilton,https://mcmaster.simplesyllabusca.com/doc/69dwdf4l5/Fall-2026-MEDIAART-3VA3-C01-HAMILTR-Video-Art-and-Digital-Cinema?mode=view
MEDIAART 3Z03,Production and Critique,Christopher Myhr,https://mcmaster.simplesyllabusca.com/doc/8hm2d2kbw/Fall-2026-MEDIAART-3Z03-C01-MYHRCH-Production-and-Critique?mode=view
MEDIAART 4ST6A,Senior Thesis Research and Production,,https://mcmaster.simplesyllabusca.com/doc/o86z321nd/Fall-2026-MEDIAART-4ST6A-C01-HAMILTR-Senior-Thesis-Research-and-Production?mode=view
MEDPHYS 4B03,Radioactivity and Radiation in Medical Physics,Soo Hyun Byun,https://mcmaster.simplesyllabusca.com/doc/lgb82v3m0/Fall-2026-MEDPHYS-4B03-C01-SOOHYUN-Radioactivity-and-Radiation-in-Medical-Physics?mode=view
MEDPHYS 4RA3,Radiation and Radioisotope Methodology,Jody Bruulsema,https://mcmaster.simplesyllabusca.com/doc/d0kaqjfrk/Fall-2026-MEDPHYS-4RA3-C01-BRUULSJT-Radiation-and-Radioisotope-Methodology?mode=view
MEDPHYS 6B03,Radioactivity and Radiation Interactions,Soo Hyun Byun,https://mcmaster.simplesyllabusca.com/doc/fbwz4a5b2/Fall-2026-MEDPHYS-6B03-C02-SOOHYUN-Radioactivity-and-Radiation-Interactions?mode=view
MEDPHYS 775,Advanced Radiation Physics,Soo Hyun Byun,https://mcmaster.simplesyllabusca.com/doc/sb9vdm52b/Fall-2026-MEDPHYS-775-C01-SOOHYUN-Advanced-Radiation-Physics?mode=view
MEDRADSC 1F03,Professions in Medical Radiation Sciences,Sandra Charbonneau,https://mcmaster.simplesyllabusca.com/doc/6r26ersk0/Fall-2026-MEDRADSC-1F03-C01-CHARBONS-Professions-in-Medical-Radiation-Sciences?mode=view
MEDRADSC 2D03,Relational Anatomy I,Derek Ribeiro,https://mcmaster.simplesyllabusca.com/doc/t2lf54eh5/Fall-2026-MEDRADSC-2D03-C01-TBD-Relational-Anatomy-I?mode=view
MEDRADSC 2G03,Radiographic Skills I,Connor Gresham,https://mcmaster.simplesyllabusca.com/doc/tg91pn247/Fall-2026-MEDRADSC-2G03-C01-GRESHAC-Radiographic-Skills-I?mode=view
MEDRADSC 2I03,Pathology and Procedures I,Vanessa Reis,https://mcmaster.simplesyllabusca.com/doc/ck753cdlq/Fall-2026-MEDRADSC-2I03-C01-REISV-Pathology-and-Procedures-I?mode=view
MEDRADSC 2K03,Applied Sonographic Physics and Instrumentation I,,https://mcmaster.simplesyllabusca.com/doc/sffack2vz/Fall-2026-MEDRADSC-2K03-C01-TBD-Applied-Sonographic-Physics-and-Instrumentation-I?mode=view
MEDRADSC 2L03,Abdominal Ultrasonography I,Dr. Regy Mathew,https://mcmaster.simplesyllabusca.com/doc/iyqx408f7/Fall-2026-MEDRADSC-2L03-C01-TBD-Abdominal-Ultrasonography-I?mode=view
MEDRADSC 2M03,Obstetrical and Gynecologic Ultrasonography I,"Meaghan Jefferson, PME BHSc RDMS RVT CRGS",https://mcmaster.simplesyllabusca.com/doc/hel5wy2nv/Fall-2026-MEDRADSC-2M03-C01-TBD-Obstetrical-and-Gynecologic-Ultrasonography-I?mode=view
MEDRADSC 2N03,Sonographic Skills I,Dr. Regy Mathew,https://mcmaster.simplesyllabusca.com/doc/gauth4q46/Fall-2026-MEDRADSC-2N03-C01-MATHEWR-Sonographic-Skills-I?mode=view
MEDRADSC 2S03,Clinical Oncology I,Meredith Lou-Hing,https://mcmaster.simplesyllabusca.com/doc/uqbvnwgca/Fall-2026-MEDRADSC-2S03-C01-LOUHINGM-Clinical-Oncology-I?mode=view
MEDRADSC 2U03,Radiation Therapy Skills I,Meredith Lou-Hing,https://mcmaster.simplesyllabusca.com/doc/g4emqh6y3/Fall-2026-MEDRADSC-2U03-C01-TBD-Radiation-Therapy-Skills-I?mode=view
MEDRADSC 2W03,Physics and Instrumentation for Radiation Therapy,Orest Ostapiak,https://mcmaster.simplesyllabusca.com/doc/kj66dl7x6/Fall-2026-MEDRADSC-2W03-C01-OSTAPO-Physics-and-Instrumentation-for-Radiation-Therapy?mode=view
