course_code,course_title,professor_name,url
ENGLISH 3VC3,'We Other Victorians': Victorian Literature and Culture and Its Afterlives,Mahdiyeh Ezzatikarami,https://mcmaster.simplesyllabusca.com/doc/8n9sf0a1c/Fall-2026-ENGLISH-3VC3-C01-EZZATIKM-We-Other-Victorians-Victorian-Literature-and-Culture-and-Its-Afterlives?mode=view
ENGLISH 3W03,Contemporary Indigenous Literature of Turtle Island,Dr. Savage Bear C.M.,https://mcmaster.simplesyllabusca.com/doc/m15pyh7w0/Fall-2026-ENGLISH-3W03-C01-BEART-Contemporary-Indigenous-Literature-of-Turtle-Island?mode=view
ENGLISH 4CF3,Contemporary Fiction,Rachel O'Brien,https://mcmaster.simplesyllabusca.com/doc/u46e0v2m4/Fall-2026-ENGLISH-4CF3-C01-OBRIER8-Contemporary-Fiction?mode=view
ENGLISH 4E03,"Literature, Culture and Climate Catastrophe",Kelsey Leonard,https://mcmaster.simplesyllabusca.com/doc/f0u5z5fwg/Fall-2026-ENGLISH-4E03-C01-LEONARDK-Literature-Culture-and-Climate-Catastrophe?mode=view
ENGPHYS 2NE3,Thermal Systems Design,Peter Mascher,https://mcmaster.simplesyllabusca.com/doc/g0608harv/Fall-2026-ENGPHYS-2NE3-C01-MASCHER-Thermal-Systems-Design?mode=view
ENGPHYS 2NM4,Numerical Methods for Engineering,Michael Welland,https://mcmaster.simplesyllabusca.com/doc/4xmglz21u/Fall-2026-ENGPHYS-2NM4-C01-WELLANDM-Numerical-Methods-for-Engineering?mode=view
ENVIRSC 1C03,"Climate, Water and Environment",Luc Bernier,https://mcmaster.simplesyllabusca.com/doc/i1k8ytyvk/Fall-2026-ENVIRSC-1C03-C01-BERNIEJM-Climate-Water-and-Environment?mode=view
ENVIRSC 2C03,Surface Climate Processes and Environmental Interactions,Altaf Arain,https://mcmaster.simplesyllabusca.com/doc/cbcojk3th/Fall-2026-ENVIRSC-2C03-C01-ARAINM-Surface-Climate-Processes-and-Environmental-Interactions?mode=view
ENVIRSC 3O03,Contaminant Fate and Transport,Greg Slater,https://mcmaster.simplesyllabusca.com/doc/vc3oap1r3/Fall-2026-ENVIRSC-3O03-C01-GSLATER-Contaminant-Fate-and-Transport?mode=view
ENVIRSC 4MI3,Independent Study in Earth and Environmental Sciences,Luc Bernier,https://mcmaster.simplesyllabusca.com/doc/1jr02sg3w/Fall-2026-ENVIRSC-4MI3-C01-BERNIEJM-Independent-Study-in-Earth-and-Environmental-Sciences?mode=view
ENVSOCTY 2EI3,Environment & Society: Challenges and Solutions,Luc Bernier,https://mcmaster.simplesyllabusca.com/doc/ox7hzbfp0/Fall-2026-ENVSOCTY-2EI3-C01-BERNIEJM-Environment-Society-Challenges-and-Solutions?mode=view
ENVSOCTY 2GI3,Geographic Information Systems,Patrick DeLuca,https://mcmaster.simplesyllabusca.com/doc/n540i65px/Fall-2026-ENVSOCTY-2GI3-C01-DELUCAPF-Geographic-Information-Systems?mode=view
ENVSOCTY 3ER3,Sustainability and the Economy,Luc Bernier,https://mcmaster.simplesyllabusca.com/doc/1ar6qaryz/Fall-2026-ENVSOCTY-3ER3-C01-BERNIEJM-Sustainability-and-the-Economy?mode=view
ENVSOCTY 3LT3,Transport Geography and Planning,Lea Ravensbergen,https://mcmaster.simplesyllabusca.com/doc/sej6y782h/Fall-2026-ENVSOCTY-3LT3-C01-RAVENSBL-Transport-Geography-and-Planning?mode=view
ENVSOCTY 3SR3,Remote Sensing,Tenaw Workie,https://mcmaster.simplesyllabusca.com/doc/yppmkx68v/Fall-2026-ENVSOCTY-3SR3-C01-WORKIET-Remote-Sensing?mode=view
ENVSOCTY 3UW3,Cities of the Developing World,Abel Chikanda,https://mcmaster.simplesyllabusca.com/doc/ppyobtwng/Fall-2026-ENVSOCTY-3UW3-C01-CHIKANA-Cities-of-the-Developing-World?mode=view
ENVSOCTY 4GT3,Web GIS,Patrick Deluca,https://mcmaster.simplesyllabusca.com/doc/1m3crjuc0/Fall-2026-ENVSOCTY-4GT3-L01-DELUCAPF-Web-GIS?mode=view
ENVSOCTY 4HP3,Migration and Global Development,Abel Chikanda,https://mcmaster.simplesyllabusca.com/doc/gj9jmvce6/Fall-2026-ENVSOCTY-4HP3-C01-CHIKANA-Migration-and-Global-Development?mode=view
FRENCH 1AA3,Introduction to French Studies: Intermediate I,Dr. Eugenia Neves Dos Santos,https://mcmaster.simplesyllabusca.com/doc/mnoc188i1/Fall-2026-FRENCH-1AA3-C01-ESANTOS-Introduction-to-French-Studies-Intermediate-I?mode=view
FRENCH 1AA3,Introduction to French Studies: Intermediate I,Celine Assaf,https://mcmaster.simplesyllabusca.com/doc/76uut76d1/Fall-2026-FRENCH-1AA3-C02-ASSAFC1-Introduction-to-French-Studies-Intermediate-I?mode=view
FRENCH 1AA3,Introduction to French Studies: Intermediate I,Dr. Eugenia Neves Dos Santos,https://mcmaster.simplesyllabusca.com/doc/cmlglgrwd/Fall-2026-FRENCH-1AA3-C04-ESANTOS-Introduction-to-French-Studies-Intermediate-I?mode=view
FRENCH 1ZA3,Intensive French Beginner I,Emily Current,https://mcmaster.simplesyllabusca.com/doc/k0hbitvui/Fall-2026-FRENCH-1ZA3-C01-CURRENEJ-Intensive-French-Beginner-I?mode=view
FRENCH 1ZA3,Intensive French Beginner I,Dr. Eugenia Neves Dos Santos,https://mcmaster.simplesyllabusca.com/doc/dm09i452g/Fall-2026-FRENCH-1ZA3-C02-ESANTOS-Intensive-French-Beginner-I?mode=view
FRENCH 2AA3,Introduction to French Studies: Intermediate I,Celine Assaf,https://mcmaster.simplesyllabusca.com/doc/gn2ma6gks/Fall-2026-FRENCH-2AA3-C02-ASSAFC1-Introduction-to-French-Studies-Intermediate-I?mode=view
FRENCH 2CT3,Elementary Translation from French to English,Dr. Anne Popovich,https://mcmaster.simplesyllabusca.com/doc/1d8c2wsri/Fall-2026-FRENCH-2CT3-C01-POPOVA1-Elementary-Translation-from-French-to-English?mode=view
FRENCH 2I03,Professional French I,Dr. Eugenia Neves Dos Santos,https://mcmaster.simplesyllabusca.com/doc/hue15qaus/Fall-2026-FRENCH-2I03-C01-ESANTOS-Professional-French-I?mode=view
FRENCH 2XX3,French Movie Stars and Entertainers (Taught in English),Maria Geist,https://mcmaster.simplesyllabusca.com/doc/3fbahn75v/Fall-2026-FRENCH-2XX3-C01-GEISTMA-French-Movie-Stars-and-Entertainers-Taught-in-English?mode=view
FRENCH 2ZA3,Intensive French Elementary I,Dr. Eugenia Neves Dos Santos,https://mcmaster.simplesyllabusca.com/doc/w24uu6d0q/Fall-2026-FRENCH-2ZA3-C01-ESANTOS-Intensive-French-Elementary-I?mode=view
FRENCH 4T03,Independent Study,,https://mcmaster.simplesyllabusca.com/doc/12c4rwyx6/Fall-2026-FRENCH-4T03-C01-PAPILLJ-Independent-Study?mode=view
FRENCH 4U03,Topics in Literature and Culture of Quebec and Francophone Canada,Nicholas Serruys,https://mcmaster.simplesyllabusca.com/doc/y5qu7yr1v/Fall-2026-FRENCH-4U03-C01-SERRUYS-Topics-in-Literature-and-Culture-of-Quebec-and-Francophone-Canada?mode=view
FRENCH 6U03,Topics in Literature and Culture of Quebec and Francophone Canada,Nicholas Serruys,https://mcmaster.simplesyllabusca.com/doc/uu1mwss2p/Fall-2026-FRENCH-6U03-C01-SERRUYS-Topics-in-Literature-and-Culture-of-Quebec-and-Francophone-Canada?mode=view
FRENCH 729,Écrits de femmes québécois et franco-canadiens contemporains,,https://mcmaster.simplesyllabusca.com/doc/pbx2efq6w/Fall-2026-FRENCH-729-C01-PAPILLJ-crits-de-femmes-qu-b-cois-et-franco-canadiens-contemporains?mode=view
GENDRST 3RR3,"‘Cripping' Performance: Deaf, Mad and Disabled Performance in Canada",Dr. Syrus Marcus Ware,https://mcmaster.simplesyllabusca.com/doc/lchcn6y2x/Fall-2026-GENDRST-3RR3-C01-WARES-Cripping-Performance-Deaf-Mad-and-Disabled-Performance-in-Canada?mode=view
GENDRST 700,Theorizing Gender and Social Justice,Lara Campbell,https://mcmaster.simplesyllabusca.com/doc/22f5te0uy/Fall-2026-GENDRST-700-C01-CAMPBLAR-Theorizing-Gender-and-Social-Justice?mode=view
GEOG 721,Narratives of Science,Alexander Hall,https://mcmaster.simplesyllabusca.com/doc/nb1k75vi8/Fall-2026-GEOG-721-C01-HALLA45-Narratives-of-Science?mode=view
GERMAN 1BL3,Beginner German Language I,Dr. Anne Popovich,https://mcmaster.simplesyllabusca.com/doc/5wq9mnkbv/Fall-2026-GERMAN-1BL3-C01-POPOVA1-Beginner-German-Language-I?mode=view
GERMAN 2Q03,"Horror Film: Vampires, Monsters, and Mad Scientists (Taught in English)",Ekaterina Neklyudova,https://mcmaster.simplesyllabusca.com/doc/4irjy78le/Fall-2026-GERMAN-2Q03-C01-NEKLYUE-Horror-Film-Vampires-Monsters-and-Mad-Scientists-Taught-in-English?mode=view
GKROMST 1A03,Introduction to Greek and Roman Archaeology,Marshall Zuckerman,https://mcmaster.simplesyllabusca.com/doc/058w35wtj/Fall-2026-GKROMST-1A03-C01-ZUCKERMM-Introduction-to-Greek-and-Roman-Archaeology?mode=view
GKROMST 1B03,An Introduction to Ancient Myth and Literature,Kathryn Mattison,https://mcmaster.simplesyllabusca.com/doc/igjied6ek/Fall-2026-GKROMST-1B03-C01-MATTISK-An-Introduction-to-Ancient-Myth-and-Literature?mode=view
GKROMST 1M03,History of Greece and Rome,Jonathan Reeves,https://mcmaster.simplesyllabusca.com/doc/2tclt93mf/Fall-2026-GKROMST-1M03-C01-REEVESJM-History-of-Greece-and-Rome?mode=view
GKROMST 2BB3,Constructing the Ancient World,Cassius Di Maria,https://mcmaster.simplesyllabusca.com/doc/wmho37bnb/Fall-2026-GKROMST-2BB3-C01-DIMARIAC-Constructing-the-Ancient-World?mode=view
GKROMST 2HC3,Caesar and the Rise of Autocracy,Tyler Leblanc,https://mcmaster.simplesyllabusca.com/doc/nmchaj88z/Fall-2026-GKROMST-2HC3-C01-LEBLAT7-Caesar-and-the-Rise-of-Autocracy?mode=view
GKROMST 2K03,The Society of Greece and Rome,Julia de Milliano,https://mcmaster.simplesyllabusca.com/doc/cqxn2y601/Fall-2026-GKROMST-2K03-C01-DEMILLIJ-The-Society-of-Greece-and-Rome?mode=view
GKROMST 2MT3,Ancient Roots of Medical Terminology,Chris He,https://mcmaster.simplesyllabusca.com/doc/d3uoyi828/Fall-2026-GKROMST-2MT3-C01-HEX42-Ancient-Roots-of-Medical-Terminology?mode=view
GKROMST 2MT3,Ancient Roots of Medical Terminology,Dr. Stephen Russell,https://mcmaster.simplesyllabusca.com/doc/r2s3i4jfz/Fall-2026-GKROMST-2MT3-C02-RUSSELSC-Ancient-Roots-of-Medical-Terminology?mode=view
GKROMST 3ER3,Epics of Rome,Dr. Stephen Russell,https://mcmaster.simplesyllabusca.com/doc/48uzon07s/Fall-2026-GKROMST-3ER3-C01-RUSSELSC-Epics-of-Rome?mode=view
GKROMST 3MT3,Advanced Ancient Roots of Medical Terminology,Stephen Russell,https://mcmaster.simplesyllabusca.com/doc/jw8pehjky/Fall-2026-GKROMST-3MT3-C01-RUSSELSC-Advanced-Ancient-Roots-of-Medical-Terminology?mode=view
GKROMST 3S03,"Pompeii, Herculaneum, and Ostia",Naomi Neufeld,https://mcmaster.simplesyllabusca.com/doc/oo4pqwjfn/Fall-2026-GKROMST-3S03-C01-NEUFELNL-Pompeii-Herculaneum-and-Ostia?mode=view
GKROMST 4F03,Seminar in Ancient History,Jonathan Reeves,https://mcmaster.simplesyllabusca.com/doc/0o06pwh0l/Fall-2026-GKROMST-4F03-C01-TBD-Seminar-in-Ancient-History?mode=view
GKROMST 4RE3,Research Methods in Greek and Roman Studies,,https://mcmaster.simplesyllabusca.com/doc/a5nn7k22u/Fall-2026-GKROMST-4RE3-C01-BECKMAM-Research-Methods-in-Greek-and-Roman-Studies?mode=view
GKROMST 6RE3,Research Methods in Greek and Roman Studies,,https://mcmaster.simplesyllabusca.com/doc/m79j08t89/Fall-2026-GKROMST-6RE3-C01-BECKMAM-Research-Methods-in-Greek-and-Roman-Studies?mode=view
GKROMST 702,Latin Reading List,,https://mcmaster.simplesyllabusca.com/doc/nsjpwtspe/Fall-2026-GKROMST-702-C01-BECKMAM-Latin-Reading-List?mode=view
GKROMST 732,Reading in a Selected Greek Author,Jonathan Reeves,https://mcmaster.simplesyllabusca.com/doc/4n1bchc6u/Fall-2026-GKROMST-732-C01-REEVESJM-Reading-in-a-Selected-Greek-Author?mode=view
GKROMST 763,Reading in a Selected Latin Author,Stephen Russell,https://mcmaster.simplesyllabusca.com/doc/pavm1gaqk/Fall-2026-GKROMST-763-C01-RUSSELSC-Reading-in-a-Selected-Latin-Author?mode=view
GLOBHTH 721,Fundamentals of Global Surgery,Esther Chin,https://mcmaster.simplesyllabusca.com/doc/u7e2ob7xj/Fall-2026-GLOBHTH-721-01-CHINEA-Fundamentals-of-Global-Surgery?mode=view
GLOBHTH 723,"Program Planning, Monitoring, & Evaluation in Global Surgery",Dr. Maya Stevens-Uninsky,https://mcmaster.simplesyllabusca.com/doc/mst7opa0r/Fall-2026-GLOBHTH-723-01-STEVEM28-Program-Planning-Monitoring-Evaluation-in-Global-Surgery?mode=view
GREEK 1Z03,Beginner's Intensive Ancient Greek I,Simone Mollard,https://mcmaster.simplesyllabusca.com/doc/vvo6z11hm/Fall-2026-GREEK-1Z03-C01-MOLLARDS-Beginner-s-Intensive-Ancient-Greek-I?mode=view
GREEK 2A03,Intermediate Greek I,Maia Fiorelli,https://mcmaster.simplesyllabusca.com/doc/ee31rss38/Fall-2026-GREEK-2A03-C01-FIORELLM-Intermediate-Greek-I?mode=view
GREEK 3BB3,Topics in Greek Literature,Jonathan Reeves,https://mcmaster.simplesyllabusca.com/doc/glfjng01g/Fall-2026-GREEK-3BB3-C01-REEVESJM-Topics-in-Greek-Literature?mode=view
HISTORY 1CC3,"Ten Empires that Shaped our World, 500 BCE to Present",John Charles Weaver,https://mcmaster.simplesyllabusca.com/doc/mapqsiqqx/Fall-2026-HISTORY-1CC3-C01-JWEAVER-Ten-Empires-that-Shaped-our-World-500-BCE-to-Present?mode=view
HISTORY 1PP3,Pop Goes the Past!,,https://mcmaster.simplesyllabusca.com/doc/l0e6f78jp/Fall-2026-HISTORY-1PP3-C01-VANHORSJ-Pop-Goes-the-Past?mode=view
HISTORY 2CH3,Introduction to Critical Heritage Studies,Stephen Heathorn,https://mcmaster.simplesyllabusca.com/doc/wffr11btk/Fall-2026-HISTORY-2CH3-C01-HEATHS-Introduction-to-Critical-Heritage-Studies?mode=view
HISTORY 2HE3,History of Education in Canada,Megan Blair,https://mcmaster.simplesyllabusca.com/doc/1iczbzt65/Fall-2026-HISTORY-2HE3-C01-BLAIRM10-History-of-Education-in-Canada?mode=view
HISTORY 2JJ3,Africa Since 1800,Nnamdi Nnake,https://mcmaster.simplesyllabusca.com/doc/ev8cu0o6v/Fall-2026-HISTORY-2JJ3-C01-NNAKEN-Africa-Since-1800?mode=view
HISTORY 2ST3,"Empire, War, Welfare State: Britain, 1867-2020",Stephen Heathorn,https://mcmaster.simplesyllabusca.com/doc/24n3dm7rc/Fall-2026-HISTORY-2ST3-C01-HEATHS-Empire-War-Welfare-State-Britain-1867-2020?mode=view
HISTORY 3H03,Culture and Education in the Italian Renaissance,Megan Armstrong,https://mcmaster.simplesyllabusca.com/doc/ruvlnqxqk/Fall-2026-HISTORY-3H03-C01-MARMSTR-Culture-and-Education-in-the-Italian-Renaissance?mode=view
HISTORY 3J03,The United States in the 1960s,Diana Cucuz,https://mcmaster.simplesyllabusca.com/doc/ifw9o3vev/Fall-2026-HISTORY-3J03-C01-CUCUZD3-The-United-States-in-the-1960s?mode=view
HISTORY 3TR3,Trees and their Histories,Alison McQueen,https://mcmaster.simplesyllabusca.com/doc/zo1md1byq/Fall-2026-HISTORY-3TR3-C01-AJMCQ-Trees-and-their-Histories?mode=view
HISTORY 3XX3,Human Rights in History,Ross Ryan,https://mcmaster.simplesyllabusca.com/doc/jz7ec1w3u/Fall-2026-HISTORY-3XX3-C01-RYANR-Human-Rights-in-History?mode=view
HISTORY 4DW3,Indigenous History in a Decolonizing World,Dr. Allan Downey,https://mcmaster.simplesyllabusca.com/doc/ioq8ycfec/Fall-2026-HISTORY-4DW3-C01-DOWNEA2-Indigenous-History-in-a-Decolonizing-World?mode=view
HISTORY 4G03,Nation and Genocide in the Modern World,Sarah Whitwell,https://mcmaster.simplesyllabusca.com/doc/yltmj7awh/Fall-2026-HISTORY-4G03-C01-WHITWESE-Nation-and-Genocide-in-the-Modern-World?mode=view
HISTORY 4QQ3,The Soviet Experience,Tracy Mcdonald,https://mcmaster.simplesyllabusca.com/doc/poiy27stf/Fall-2026-HISTORY-4QQ3-C01-TMCDON-The-Soviet-Experience?mode=view
HISTORY 741,Historiography,,https://mcmaster.simplesyllabusca.com/doc/7ebrxvx58/Fall-2026-HISTORY-741-C01-TMCDON-Historiography?mode=view
HLTHAGE 4S03,Urban Health Inequalities and the Housing Crisis,James Dunn,https://mcmaster.simplesyllabusca.com/doc/ptxqhm2cp/Fall-2026-HLTHAGE-4S03-C01-DUNNJAM-Urban-Health-Inequalities-and-the-Housing-Crisis?mode=view
HTHSCI 2SG3,Introduction to Sex/Gender & Health,Stacey Ritz,https://mcmaster.simplesyllabusca.com/doc/b74tm6r7f/Fall-2026-HTHSCI-2SG3-C01-RITZSA-Introduction-to-Sex-Gender-Health?mode=view
HTHSCI 4SG3,Sex/Gender in Health Research,Stacey Ritz,https://mcmaster.simplesyllabusca.com/doc/k6kutreyo/Fall-2026-HTHSCI-4SG3-C01-RITZSA-Sex-Gender-in-Health-Research?mode=view
HUMBEHV 3IP3A,Inquiry Project,Taylor Bowker,https://mcmaster.simplesyllabusca.com/doc/7o2hryg16/Fall-2026-HUMBEHV-3IP3A-C01-AKHAN-Inquiry-Project?mode=view
HUMBEHV 3IP3S,Inquiry Project,Taylor Bowker,https://mcmaster.simplesyllabusca.com/doc/iw41yplb9/Fall-2026-HUMBEHV-3IP3S-C01-AKHAN-Inquiry-Project?mode=view
HUMBEHV 4HB3,Seminar in Applied Psychology,Nicholas Bock,https://mcmaster.simplesyllabusca.com/doc/byegqke9w/Fall-2026-HUMBEHV-4HB3-C01-BOCKN-Seminar-in-Applied-Psychology?mode=view
HUMBEHV 4HC3,Seminar in Applied Psychology,Taigan MacGowan - you can call me Dr. Mac!,https://mcmaster.simplesyllabusca.com/doc/86b7n437a/Fall-2026-HUMBEHV-4HC3-C01-MACGOWAT-Seminar-in-Applied-Psychology?mode=view
HUMBEHV 4IP3A,Senior Inquiry Project,Taylor Bowker,https://mcmaster.simplesyllabusca.com/doc/cl7ovxlju/Fall-2026-HUMBEHV-4IP3A-C01-AKHAN-Senior-Inquiry-Project?mode=view
HUMBEHV 4IP3S,Senior Inquiry Project,Taylor Bowker,https://mcmaster.simplesyllabusca.com/doc/lh5t0c278/Fall-2026-HUMBEHV-4IP3S-C01-AKHAN-Senior-Inquiry-Project?mode=view
HUMBEHV 4RP6A,Independent Research Project,Taylor Bowker,https://mcmaster.simplesyllabusca.com/doc/7icq8yp4i/Fall-2026-HUMBEHV-4RP6A-C01-TBD-Independent-Research-Project?mode=view
IARTS 1BD3,2D Practices in Art,Briana Palmer,https://mcmaster.simplesyllabusca.com/doc/en7k12s8f/Fall-2026-IARTS-1BD3-C01-PALMEBR-2D-Practices-in-Art?mode=view
IARTS 1CR3,Acting: Body and Voice,Anna Chatterton,https://mcmaster.simplesyllabusca.com/doc/b5ok0rswz/Fall-2026-IARTS-1CR3-C01-CHATTA10-Acting-Body-and-Voice?mode=view
IARTS 1SS3,3D Practices in Art,,https://mcmaster.simplesyllabusca.com/doc/uzp5jzagx/Fall-2026-IARTS-1SS3-C01-LAGANSE-3D-Practices-in-Art?mode=view
IARTS 2CD3,Contemporary Approaches to Drawing Practices,Christine Swintak (she/her/they),https://mcmaster.simplesyllabusca.com/doc/vs5ueiox0/Fall-2026-IARTS-2CD3-C01-SWINTAKC-Contemporary-Approaches-to-Drawing-Practices?mode=view
IARTS 2CP3,Introduction to Critical Curatorial Perspectives,,https://mcmaster.simplesyllabusca.com/doc/koj35uk9w/Fall-2026-IARTS-2CP3-C01-CROSSMAA-Introduction-to-Critical-Curatorial-Perspectives?mode=view
IARTS 2EP3,3D and Expanded Practices,Swintak (she/her/they),https://mcmaster.simplesyllabusca.com/doc/qilp4zzcw/Fall-2026-IARTS-2EP3-C01-SWINTAKC-3D-and-Expanded-Practices?mode=view
IARTS 2PM3,Contemporary Approaches to Print Media,Briana Palmer,https://mcmaster.simplesyllabusca.com/doc/k0r43omsa/Fall-2026-IARTS-2PM3-C01-PALMEBR-Contemporary-Approaches-to-Print-Media?mode=view
IARTS 2RR3,Project Development 2,Swintak (she/her/they),https://mcmaster.simplesyllabusca.com/doc/nreorivul/Fall-2026-IARTS-2RR3-C01-SWINTAKC-Project-Development-2?mode=view
IARTS 3AA3,Modernist Theatre and Drama in Europe,Dr. Joseph Sokalski,https://mcmaster.simplesyllabusca.com/doc/n51qe1dhh/Fall-2026-IARTS-3AA3-C01-SOKALSKI-Modernist-Theatre-and-Drama-in-Europe?mode=view
IARTS 3EC3,Early Cinema History,Dr. Joseph Sokalski,https://mcmaster.simplesyllabusca.com/doc/xm10jbrev/Fall-2026-IARTS-3EC3-C01-SOKALSKI-Early-Cinema-History?mode=view
IARTS 3ID3,Integrated Media and Materiality: Installation and Performance,Swintak (she/her/they),https://mcmaster.simplesyllabusca.com/doc/xvvtkjddj/Fall-2026-IARTS-3ID3-C01-SWINTAKC-Integrated-Media-and-Materiality-Installation-and-Performance?mode=view
IARTS 3IM3,Transdisciplinary and Hybrid Studio Practices,Briana Palmer,https://mcmaster.simplesyllabusca.com/doc/eyyzhbtr6/Fall-2026-IARTS-3IM3-C01-PALMEBR-Transdisciplinary-and-Hybrid-Studio-Practices?mode=view
IARTS 3RC3,Collaborative Project Development and Production 1,Briana Palmer,https://mcmaster.simplesyllabusca.com/doc/ldrjkrgrg/Fall-2026-IARTS-3RC3-C01-PALMEBR-Collaborative-Project-Development-and-Production-1?mode=view
IARTS 3RR3,"'Cripping' Performance: Deaf, Mad and Disabled Performance in Canada",Dr. Syrus Marcus Ware,https://mcmaster.simplesyllabusca.com/doc/l8dmxsh7x/Fall-2026-IARTS-3RR3-C01-WARES-Cripping-Performance-Deaf-Mad-and-Disabled-Performance-in-Canada?mode=view
IARTS 4AE3,"Art, Climate, Justice and the Environment",Syrus Marcus Ware,https://mcmaster.simplesyllabusca.com/doc/m9z4lw1l2/Fall-2026-IARTS-4AE3-C01-WARES-Art-Climate-Justice-and-the-Environment?mode=view
IARTS 4C06A,Thesis Project,Carmela Alfaro-Laganse,https://mcmaster.simplesyllabusca.com/doc/ibsvin9zu/Fall-2026-IARTS-4C06A-C01-WARES-Thesis-Project?mode=view
IARTS 4C12A,Project Capstone Thesis,Carmela Alfaro-Laganse,https://mcmaster.simplesyllabusca.com/doc/2pien5tes/Fall-2026-IARTS-4C12A-C01-WARES-Project-Capstone-Thesis?mode=view
IARTS 4CS6A,Critical Curatorial Studies,,https://mcmaster.simplesyllabusca.com/doc/3jg7a239f/Fall-2026-IARTS-4CS6A-C01-CROSSMAA-Critical-Curatorial-Studies?mode=view
IARTS 4D03,"Theatre, Society and Early Cinema",Dr. Joseph Sokalski,https://mcmaster.simplesyllabusca.com/doc/ltzb000iy/Fall-2026-IARTS-4D03-C01-SOKALSKI-Theatre-Society-and-Early-Cinema?mode=view
IBEHS 4F04,Biomedical Instrumentation and Measurement,Jonathon White,https://mcmaster.simplesyllabusca.com/doc/5ol4snqlx/Fall-2026-IBEHS-4F04-T01-WHITEJ51-Biomedical-Instrumentation-and-Measurement?mode=view
IBH 1BB3,Insight and Inquiry: Examining Ourselves and the World around Us,Alpha Abebe,https://mcmaster.simplesyllabusca.com/doc/3cld1u1dd/Fall-2026-IBH-1BB3-C01-ABEBEA-Insight-and-Inquiry-Examining-Ourselves-and-the-World-around-Us?mode=view
IBH 1BD3,Introduction to Peace Studies for IBH,Alpha Abebe,https://mcmaster.simplesyllabusca.com/doc/cd7xsish4/Fall-2026-IBH-1BD3-C01-ABEBEA-Introduction-to-Peace-Studies-for-IBH?mode=view
IBH 3AA3,Research in Action: Methods for Social Change and Justice,Alpha Abebe,https://mcmaster.simplesyllabusca.com/doc/t0t2s34jo/Fall-2026-IBH-3AA3-C01-ABEBEA-Research-in-Action-Methods-for-Social-Change-and-Justice?mode=view
INDIGST 1A03,Introduction to Indigenous Studies,Jarita Greyeyes,https://mcmaster.simplesyllabusca.com/doc/dnw5n7uw6/Fall-2026-INDIGST-1A03-C01-GREYEYES-Introduction-to-Indigenous-Studies?mode=view
INDIGST 1G03,"""Transition - Gaodadeihwahni:ya:s \""They are strengthening their knowledge\""""",Rebecca Seles,https://mcmaster.simplesyllabusca.com/doc/nbol9vj2u/Fall-2026-INDIGST-1G03-C01-SELESDRR-Transition-Gaodadeihwahni-ya-s-They-are-strengthening-their-knowledge?mode=view
INDIGST 2D03,Traditional Indigenous Ecological Knowledge,Kitty RLynn Lickers,https://mcmaster.simplesyllabusca.com/doc/wmnrtcl54/Fall-2026-INDIGST-2D03-C01-LICKERSK-Traditional-Indigenous-Ecological-Knowledge?mode=view
INDIGST 2HW3,We Are the Medicine: Indigenous Teachings in Health and Wellbeing,Dr. Kelsey Leonard,https://mcmaster.simplesyllabusca.com/doc/tzmc13u7u/Fall-2026-INDIGST-2HW3-C01-LEONARDK-We-Are-the-Medicine-Indigenous-Teachings-in-Health-and-Wellbeing?mode=view
INDIGST 2MM3,Indigenous Ways of Knowing: Theory,,https://mcmaster.simplesyllabusca.com/doc/352nokyyz/Fall-2026-INDIGST-2MM3-C01-DOWNEA2-Indigenous-Ways-of-Knowing-Theory?mode=view
INDIGST 2N03,Perspectives on Indigenous and Eurocentric Astronomy,Dr Robert Cockcroft,https://mcmaster.simplesyllabusca.com/doc/elwxdu5r0/Fall-2026-INDIGST-2N03-T01-COCKCRR-Perspectives-on-Indigenous-and-Eurocentric-Astronomy?mode=view
INDIGST 3VV3,The Indian Act: A Social Problem,Vanessa Watts,https://mcmaster.simplesyllabusca.com/doc/fzr3d4j46/Fall-2026-INDIGST-3VV3-C01-WATTSV-The-Indian-Act-A-Social-Problem?mode=view
INDIGST 4T06A,Honours Thesis,Robert Innes,https://mcmaster.simplesyllabusca.com/doc/7ckozgvkj/Fall-2026-INDIGST-4T06A-C01-INNESR3-Honours-Thesis?mode=view
INDIGST 705,Indigenous Studies Graduate Reading Course,Jarita Greyeyes,https://mcmaster.simplesyllabusca.com/doc/3752imrsu/Fall-2026-INDIGST-705-C01-GREYEYES-Indigenous-Studies-Graduate-Reading-Course?mode=view
INDIGST 705,Indigenous Studies Graduate Reading Course,Jarita Greyeyes,https://mcmaster.simplesyllabusca.com/doc/591xro1i0/Fall-2026-INDIGST-705-C03-GREYEYES-Indigenous-Studies-Graduate-Reading-Course?mode=view
INDIGST 705,Indigenous Studies Graduate Reading Course,Adrianne Xavier,https://mcmaster.simplesyllabusca.com/doc/m5vvyth5p/Fall-2026-INDIGST-705-C05-LICKERAM-Indigenous-Studies-Graduate-Reading-Course?mode=view
INSPIRE 2ED3,Principles & Practices of Transformative Teaching & Learning,"Sara Karn, PhD, BEd, OCT",https://mcmaster.simplesyllabusca.com/doc/gzuzg5eh4/Fall-2026-INSPIRE-2ED3-C01-KARNS1-Principles-Practices-of-Transformative-Teaching-Learning?mode=view
ISCI 2A18A,Integrated Science II,Chad Harvey,https://mcmaster.simplesyllabusca.com/doc/d2uhphhho/Fall-2026-ISCI-2A18A-C01-HARVECH-Integrated-Science-II?mode=view
